smiles_sta,IC50(nm)
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NNC(=O)c4ccc(N)cc4)cccc2-3)cc1,10
CNC(=N)SCCCN1C(=O)C2=C(C1=O)n1ccc3cccc(c31)C1Cc3ccccc3N21,5700
C=CCNC(=N)SCCCN1C(=O)C2=C(C1=O)n1ccc3cccc(c31)C1Cc3ccccc3N21,6900
N=C(Nc1ccccc1)SCCCN1C(=O)C2=C(C1=O)n1ccc3cccc(c31)C1Cc3ccccc3N21,7900
N=C(N)SCCCn1c(=O)c2c(c1=O)n1c3ccccc3cc1c1cccc3ccn2c31,2700
CNC(=N)SCCCn1c(=O)c2c(c1=O)n1c3ccccc3cc1c1cccc3ccn2c31,6200
O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21,140
O=C1NC(O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21,3830
O=C1NC(=O)c2c1c1ccc3ccccc3c1c1[nH]c3ccccc3c21,430
O=C1NC(=O)c2c1c1ccccc1c1[nH]c3ccccc3c21,260
O=C1NC(=O)c2c1c1c3c(ccc1c1[nH]c4ccccc4c21)CCCC3,410
O=C1NC(=O)c2c1c1[nH]cnc1c1[nH]c3ccccc3c21,740
O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1sc3ccccc3c21,220
O=C1NC(=O)c2c1c1c3ccc[nH]c-3nc1c1[nH]c3ccccc3c21,250
O=C1NC(=O)c2c1c1ncccc1c1[nH]c3ccccc3c21,180
O=C1NC(=O)c2c1c1ccncc1c1[nH]c3ccccc3c21,1810
O=C1NC(=O)c2c1c1sccc1c1[nH]c3ccccc3c21,150
O=C1NC(=O)c2c1c1c(ccc3cc[nH]c31)c1[nH]c3ccccc3c21,36
Cn1ccc2ccc3c4[nH]c5ccccc5c4c4c(c3c21)C(=O)NC4=O,47
CCn1ccc2ccc3c4[nH]c5ccccc5c4c4c(c3c21)C(=O)NC4=O,59
Cn1ccc2ccc3c4[nH]c5cccc(F)c5c4c4c(c3c21)C(=O)NC4=O,71
Cn1ccc2ccc3c4[nH]c5cccc(Br)c5c4c4c(c3c21)C(=O)NC4=O,171
Cn1ccc2ccc3c4[nH]c5cccc(CO)c5c4c4c(c3c21)C(=O)NC4=O,155
Cn1ccc2ccc3c4[nH]c5ccc(F)cc5c4c4c(c3c21)C(=O)NC4=O,84
Cn1ccc2ccc3c4[nH]c5cc(F)ccc5c4c4c(c3c21)C(=O)NC4=O,38
Cn1ccc2ccc3c4[nH]c5cc(Br)ccc5c4c4c(c3c21)C(=O)NC4=O,38
Cn1ccc2ccc3c4[nH]c5cc(C(F)(F)F)ccc5c4c4c(c3c21)C(=O)NC4=O,76
Cn1ccc2ccc3c4[nH]c5cc(C#N)ccc5c4c4c(c3c21)C(=O)NC4=O,29
Cc1ccc2c(c1)[nH]c1c3ccc4ccn(C)c4c3c3c(c21)C(=O)NC3=O,48
CCc1ccc2c(c1)[nH]c1c3ccc4ccn(C)c4c3c3c(c21)C(=O)NC3=O,101
O=C1NC(=O)c2c1c1c(ccc3cc[nH]c31)c1[nH]c3cc(O)ccc3c21,37
Cn1ccc2ccc3c4[nH]c5cc(O)ccc5c4c4c(c3c21)C(=O)NC4=O,33
COc1ccc2c(c1)[nH]c1c3ccc4cc[nH]c4c3c3c(c21)C(=O)NC3=O,67
COc1ccc2c(c1)[nH]c1c3ccc4ccn(C)c4c3c3c(c21)C(=O)NC3=O,53
CCOc1ccc2c(c1)[nH]c1c3ccc4ccn(C)c4c3c3c(c21)C(=O)NC3=O,44
O=C1NC(=O)c2c1c1c(ccc3cc[nH]c31)c1[nH]c3cc(OCc4ccccc4)ccc3c21,187
Cn1ccc2ccc3c4[nH]c5cc(OCc6ccccc6)ccc5c4c4c(c3c21)C(=O)NC4=O,123
Cn1ccc2ccc3c4[nH]c5c(Br)cccc5c4c4c(c3c21)C(=O)NC4=O,93
COc1cccc2c1[nH]c1c3ccc4ccn(C)c4c3c3c(c21)C(=O)NC3=O,62
Cn1ccc2ccc3c4[nH]c5c(CCO)cccc5c4c4c(c3c21)C(=O)NC4=O,82
Cn1ccc2ccc3c4[nH]c5c(CCCO)cccc5c4c4c(c3c21)C(=O)NC4=O,168
Cc1cc2ccn(C)c2c2c3c(c4c5ccccc5[nH]c4c12)C(=O)NC3=O,28
Cn1ccc2cc(F)c3c4[nH]c5ccccc5c4c4c(c3c21)C(=O)NC4=O,67
COc1cc2ccn(C)c2c2c3c(c4c5ccccc5[nH]c4c12)C(=O)NC3=O,32
COc1cc2c3[nH]c4ccccc4c3c3c(c2c2c1ccn2C)C(=O)NC3=O,54
Cc1cc2ccn(C)c2c2c3c(c4c5ccc(F)cc5[nH]c4c12)C(=O)NC3=O,50
COc1ccc2c(c1)[nH]c1c2c2c(c3c1c(C)cc1ccn(C)c13)C(=O)NC2=O,42
Cc1cc2ccn(C)c2c2c3c(c4c5ccc(C(F)(F)F)cc5[nH]c4c12)C(=O)NC3=O,92
O=C1NC(=O)c2c1c1c(ccc3cc[nH]c31)c1c2c2ccccc2n1CCCO,66
Cn1ccc2ccc3c(c4c(c5c6ccccc6n(CCCO)c35)C(=O)NC4=O)c21,96
CCn1ccc2ccc3c(c4c(c5c6ccccc6n(CCCO)c35)C(=O)NC4=O)c21,134
COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCO)c2c1)C(=O)NC4=O,47
COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCCO)c2c1)C(=O)NC4=O,54
Cc1cc2ccn(C)c2c2c3c(c4c5ccccc5n(C)c4c12)C(=O)NC3=O,92
Cc1cc2ccn(C)c2c2c3c(c4c5ccccc5n(CCCO)c4c12)C(=O)NC3=O,673
Cn1ccc2cc(F)c3c(c4c(c5c6ccccc6n(CCCO)c53)C(=O)NC4=O)c21,346
COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCN3CCC[C@H]3CO)c2c1)C(=O)NC4=O,84
COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCN3CCCCC3)c2c1)C(=O)NC4=O,135
COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCNCCO)c2c1)C(=O)NC4=O,35
COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCN[C@H]3CC[C@H](O)CC3)c2c1)C(=O)NC4=O,63
COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCCN3CCC(C(N)=O)CC3)c2c1)C(=O)NC4=O,77
COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCCN3CCC(O)CC3)c2c1)C(=O)NC4=O,48
COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCCN3CCN(C)CC3)c2c1)C(=O)NC4=O,95
COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCCNCCO)c2c1)C(=O)NC4=O,72
COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCCN3CCOCC3)c2c1)C(=O)NC4=O,69
COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCCN3CCSCC3)c2c1)C(=O)NC4=O,190
COC(=O)C1CCN(CCc2cccc3c2[nH]c2c4ccc5ccn(C)c5c4c4c(c32)C(=O)NC4=O)CC1,47
Cn1ccc2ccc3c4[nH]c5c(CCN6CCC(C(N)=O)CC6)cccc5c4c4c(c3c21)C(=O)NC4=O,51
Cn1ccc2ccc3c4[nH]c5c(CCN6CCNCC6)cccc5c4c4c(c3c21)C(=O)NC4=O,49
Cn1ccc2ccc3c4[nH]c5c(CCN6CCC(O)CC6)cccc5c4c4c(c3c21)C(=O)NC4=O,45
Cn1ccc2ccc3c4[nH]c5c(CCN6CCC[C@H]6CO)cccc5c4c4c(c3c21)C(=O)NC4=O,39
Cn1ccc2ccc3c4[nH]c5c(CCN6CCCCC6)cccc5c4c4c(c3c21)C(=O)NC4=O,45
Cn1ccc2ccc3c4[nH]c5c(CCNCCO)cccc5c4c4c(c3c21)C(=O)NC4=O,33
Cn1ccc2ccc3c4[nH]c5c(CCN6CCOCC6)cccc5c4c4c(c3c21)C(=O)NC4=O,54
Cn1ccc2ccc3c4[nH]c5c(CCN6CCSCC6)cccc5c4c4c(c3c21)C(=O)NC4=O,82
Cn1ccc2ccc3c4[nH]c5c(CCN[C@H]6CC[C@H](O)CC6)cccc5c4c4c(c3c21)C(=O)NC4=O,53
CN1CCN(CCCc2cccc3c2[nH]c2c4ccc5ccn(C)c5c4c4c(c32)C(=O)NC4=O)CC1,52
Cn1ccc2ccc3c4[nH]c5c(CCCNCCO)cccc5c4c4c(c3c21)C(=O)NC4=O,40
Cn1ccc2ccc3c4[nH]c5c(CCCN6CCOCC6)cccc5c4c4c(c3c21)C(=O)NC4=O,56
CCN(CC)CCCc1cccc2c1[nH]c1c3ccc4ccn(C)c4c3c3c(c21)C(=O)NC3=O,34
Cn1ccc2ccc3c4[nH]c5c(CCCN[C@H]6CC[C@H](O)CC6)cccc5c4c4c(c3c21)C(=O)NC4=O,49
CC(=O)Nc1cccc2c1C(=O)c1c(-c3ccccc3)n[nH]c1-2,840
CC(=O)Nc1cccc2c1C(=O)c1c(-c3ccc(C)cc3)n[nH]c1-2,490
CCc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(C)=O)cccc2-3)cc1,640
CCCc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(C)=O)cccc2-3)cc1,1900
CC(=O)Nc1cccc2c1C(=O)c1c(-c3ccc(O)cc3)n[nH]c1-2,2300
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(C)=O)cccc2-3)cc1,450
CC(=O)Nc1cccc2c1C(=O)c1c-2n[nH]c1-c1ccc(N(C)C)cc1,310
CC(=O)Nc1cccc2c1C(=O)c1c(-c3ccc(N4CCCCC4)cc3)n[nH]c1-2,680
CC(=O)Nc1cccc2c1C(=O)c1c(-c3ccc(N4CCOCC4)cc3)n[nH]c1-2,860
CSc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(C)=O)cccc2-3)cc1,340
CN(C)c1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)CN4CCOCC4)cccc2-3)cc1,110
CN(C)c1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)CN4CCC(O)CC4)cccc2-3)cc1,50
CN(C)c1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)CN4CCC(CN)CC4)cccc2-3)cc1,7
CN1CCN(CC(=O)Nc2cccc3c2C(=O)c2c-3n[nH]c2-c2ccc(N(C)C)cc2)CC1,55
O=C(CN1CCOCC1)Nc1cccc2c1C(=O)c1c(-c3ccc(N4CCOCC4)cc3)n[nH]c1-2,120
O=C(CN1CCC(O)CC1)Nc1cccc2c1C(=O)c1c(-c3ccc(N4CCOCC4)cc3)n[nH]c1-2,110
NCC1CCN(CC(=O)Nc2cccc3c2C(=O)c2c(-c4ccc(N5CCOCC5)cc4)n[nH]c2-3)CC1,18
CN1CCN(CC(=O)Nc2cccc3c2C(=O)c2c(-c4ccc(N5CCOCC5)cc4)n[nH]c2-3)CC1,190
CCc1n[nH]c2c1C(=O)c1c(NC(=O)CN3CCC(CN)CC3)cccc1-2,1300
CC(C)c1n[nH]c2c1C(=O)c1c(NC(=O)CN3CCC(CN)CC3)cccc1-2,340
NCC1CCN(CC(=O)Nc2cccc3c2C(=O)c2c(C4CC4)n[nH]c2-3)CC1,430
NCC1CCN(CC(=O)Nc2cccc3c2C(=O)c2c-3n[nH]c2C2CCCCC2)CC1,360
CC(=O)Nc1cccc2c1C(=O)c1c(-c3ccncc3)n[nH]c1-2,1300
CC(=O)Nc1cccc2c1C(=O)c1c(-c3cccs3)n[nH]c1-2,4500
NC(=O)Nc1cccc2c1C(=O)c1c(C3CC3)n[nH]c1-2,1400
NC(=O)Nc1cccc2c1C(=O)c1c(-c3cccs3)n[nH]c1-2,150
Cc1ccsc1-c1[nH]nc2c1C(=O)c1c(NC(N)=O)cccc1-2,350
Cc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(N)=O)cccc2-3)s1,53
CCOC(=O)c1ccc(-c2[nH]nc3c2C(=O)c2c(NC(N)=O)cccc2-3)s1,300
NC(=O)Nc1cccc2c1C(=O)c1c(-c3csc(Cl)c3)n[nH]c1-2,57
NC(=O)Nc1cccc2c1C(=O)c1c(-c3ccco3)n[nH]c1-2,840
Cn1ccc(-c2[nH]nc3c2C(=O)c2c(NC(N)=O)cccc2-3)c1,130
CSc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c2nc(C)[nH]c(=O)c12,8000
CSc1nn(-c2ccccc2Cl)c2nc(C)[nH]c(=O)c12,19000
CSc1nn(-c2cccc(Cl)c2Cl)c2nc(C)[nH]c(=O)c12,50000
CSc1nn(-c2ccc(C)cc2C)c2nc(C)[nH]c(=O)c12,48000
CSc1nn(-c2ccc(Cl)cc2Cl)c2nc(C)[nH]c(=O)c12,37000
CSc1nn(-c2cc(C)ccc2C)c2nc(C)[nH]c(=O)c12,25000
CSc1nn(-c2cc(Cl)ccc2Cl)c2nc(C)[nH]c(=O)c12,23000
CSc1nn(-c2cc(C(F)(F)F)ccc2Cl)c2nc(C)[nH]c(=O)c12,15000
CSc1nn(-c2cc(F)ccc2Cl)c2nc(C)[nH]c(=O)c12,6800
CSc1nn(-c2c(Cl)cccc2Cl)c2nc(C)[nH]c(=O)c12,5300
CSc1nn(-c2c(C)cc(Cl)cc2Cl)c2nc(C)[nH]c(=O)c12,11000
CSc1nn(-c2c(C)cc(C)cc2C)c2nc(C)[nH]c(=O)c12,37000
Cc1nc2c(c(C(F)(F)F)nn2-c2c(Cl)cc(Cl)cc2Cl)c(=O)[nH]1,3100
CCCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(C)[nH]c(=O)c12,5700
Cc1nc2c(c(C)nn2-c2c(Cl)cc(Cl)cc2Cl)c(=O)[nH]1,3500
Cc1nc2c(cnn2-c2c(Cl)cc(Cl)cc2Cl)c(=O)[nH]1,12000
Cc1nc2c(c(CO)nn2-c2c(Cl)cc(Cl)cc2Cl)c(=O)[nH]1,7000
CSc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(C(C)C)[nH]c(=O)c12,10000
CCCc1nc2c(c(SC)nn2-c2c(Cl)cc(Cl)cc2Cl)c(=O)[nH]1,9100
CSc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(C3CC3)[nH]c(=O)c12,4300
C=Cc1nc2c(c(CC)nn2-c2c(Cl)cc(Cl)cc2Cl)c(=O)[nH]1,2900
CSc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(C(C)O)[nH]c(=O)c12,27000
CSCc1nc2c(c(SC)nn2-c2c(Cl)cc(Cl)cc2Cl)c(=O)[nH]1,15000
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(CCSC)[nH]c(=O)c12,6500
COC(=O)c1nc2c(c(SC)nn2-c2c(Cl)cc(Cl)cc2Cl)c(=O)[nH]1,240000
CSc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(CCCO)[nH]c(=O)c12,13000
CSc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(CCCCCO)[nH]c(=O)c12,10000
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(CCCCO)[nH]c(=O)c12,2400
CSc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(CF)[nH]c(=O)c12,44000
CSc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(-c3ccco3)[nH]c(=O)c12,36000
CSc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3cccs3)[nH]c(=O)c12,20000
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(CCc3ccccc3)[nH]c(=O)c12,7100
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(CCc3cnc[nH]3)[nH]c(=O)c12,3600
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3ccccc3)[nH]c(=O)c12,3000
CSc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3ccccc3)[nH]c(=O)c12,11000
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3ccccc3CO)[nH]c(=O)c12,2900
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3ccccn3)[nH]c(=O)c12,9700
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3cccc(OC)c3)[nH]c(=O)c12,5000
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3cccc(N)c3)[nH]c(=O)c12,2900
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3cccnc3)[nH]c(=O)c12,1300
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3ccncc3)[nH]c(=O)c12,3000
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3ccc(N)cc3)[nH]c(=O)c12,2700
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3ccc(OC)cc3)[nH]c(=O)c12,2200
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3ccc(O)cc3)[nH]c(=O)c12,2000
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3ccc(C)c(OC)c3)[nH]c(=O)c12,2100
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3ccc(OC)c(OC)c3)[nH]c(=O)c12,4500
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3ccc(O)c(O)c3)[nH]c(=O)c12,40
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3cc(O)cc(O)c3)[nH]c(=O)c12,50
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3cccc(NS(C)(=O)=O)c3)[nH]c(=O)c12,160
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3ccc(NC(C)=O)cc3)[nH]c(=O)c12,1300
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3ccc(NC(=O)CNC(=O)OC(C)(C)C)cc3)[nH]c(=O)c12,1700
COc1ccc(-c2[nH]nc3c2C(=O)c2ccccc2-3)cc1,45000
COc1ccc(-c2[nH]nc3c2C(=O)c2cc(O)ccc2-3)cc1,21500
COc1ccc(-c2[nH]nc3c2C(=O)c2c(C(N)=O)cccc2-3)cc1,460
COc1ccc(-c2[nH]nc3c2C(=O)c2c(O)cccc2-3)cc1,20000
COc1ccc(-c2[nH]nc3c2C(=O)c2cc(N)ccc2-3)cc1,108000
COc1ccc(-c2[nH]nc3c2C(=O)c2c(N)cccc2-3)cc1,23000
COc1ccc(-c2[nH]nc3c2C(=O)c2ccncc2-3)cc1,34500
COc1ccc(-c2[nH]nc3c2C(=O)c2c-3ccc3ccccc23)cc1,80000
COc1ccc(-c2[nH]nc3c2C(=O)c2cc(Cl)c(Cl)cc2-3)cc1,55500
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)Cc4ccc(N)cc4)cccc2-3)cc1,480
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)CN(C)C)cccc2-3)cc1,900
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)CN4CCNCC4)cccc2-3)cc1,113
CCNCC(=O)Nc1cccc2c1C(=O)c1c(-c3ccc(OC)cc3)n[nH]c1-2,917
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)CN4CCOCC4)cccc2-3)cc1,195
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)CN4CCN(C)CC4)cccc2-3)cc1,125
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)CN4CCC(CN)CC4)cccc2-3)cc1,20
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)CN4CCC(C(N)=O)CC4)cccc2-3)cc1,76
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)CN4CCC(CO)CC4)cccc2-3)cc1,82
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)CN4CCN(C(N)=O)CC4)cccc2-3)cc1,64
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)CN4CCN(C(=N)N)CC4)cccc2-3)cc1,26
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(N)=O)cccc2-3)cc1,66
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NCc4ccccc4)cccc2-3)cc1,307
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)Nc4ccccc4)cccc2-3)cc1,877
CCCCNC(=O)Nc1cccc2c1C(=O)c1c(-c3ccc(OC)cc3)n[nH]c1-2,780
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NN(C)C)cccc2-3)cc1,21
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NN4CCN(C)CC4)cccc2-3)cc1,9
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NN4CCOCC4)cccc2-3)cc1,12
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NN4CCCCC4)cccc2-3)cc1,12
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NN4CCCC4)cccc2-3)cc1,12
Cn1cc(C2=C(c3coc4cc(CO)ccc34)C(=O)NC2=O)c2cc(F)c(Cl)cc21,18300
COc1cccc2c(C3=C(c4cn(C)c5cc(Cl)c(F)cc45)C(=O)NC3=O)coc12,59500
Cn1cc(C2=C(c3coc4cc(CO)ccc34)C(=O)NC2=O)c2cc(Br)ccc21,1080
COCc1cccc2c(C3=C(c4coc5ccccc45)C(=O)NC3=O)cn(C)c12,8620
COC(=O)[C@]1(O)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,30
O=C1NCc2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21,830
O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12,5810
Cn1cc(C2=C(c3c[nH]c4cc(F)ccc34)C(=O)NC2=O)c2ccccc21,840
Cn1cc(C2=C(c3c[nH]c4cc(Br)ccc34)C(=O)NC2=O)c2ccccc21,730
O=C1NC(=O)C(c2cn(CCCO)c3ccccc23)=C1c1c[nH]c2ccccc12,1170
O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1c2c2ccccc2n1CCCO,70
CNCCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21,960
CN(C)CCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21,990
CN(C)CCCn1c2ccccc2c2c3c(c4c5ccccc5[nH]c4c21)C(=O)NC3=O,130
Cn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21,1250
Cn1c2ccccc2c2c3c(c4c5ccccc5[nH]c4c21)C(=O)NC3=O,80
COc1ccc2c(C3=C(c4c[nH]c5cc(OC)ccc45)C(=O)NC3=O)c[nH]c2c1,4640
COc1ccc2c(c1)[nH]c1c3[nH]c4cc(OC)ccc4c3c3c(c21)C(=O)NC3=O,180
Cn1cc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)c2ccccc21,890
Cn1cc(C2=C(c3cn(CC(O)CO)c4ccccc34)C(=O)NC2=O)c2ccccc21,2140
Cn1c2ccccc2c2c3c(c4c5ccccc5n(CC(O)CO)c4c21)C(=O)NC3=O,260
CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc1-2,160
CC[C@H](CO)Nc1nc(NCc2ccccn2)c2ncn(C(C)C)c2n1,3800
CCC(O)[C@@H](CC)Nc1nc(NCc2ccccn2)c2ncn(C(C)C)c2n1,20000
CC[C@@H](Nc1nc(NCc2ccccn2)c2ncn(C(C)C)c2n1)C(O)C(C)C,32000
CC[C@@H](Nc1nc(NCc2ccccn2)c2ncn(C(C)C)c2n1)C(O)C(C)(C)C,38000
CC[C@@H](Nc1nc(NCc2ccccn2)c2ncn(C(C)C)c2n1)C(C)(C)O,18000
CC[C@H](CO)Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1,20000
CC[C@@H](Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)C(C)O,14000
CCC(O)[C@@H](CC)Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1,25000
CC[C@@H](Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)C(O)C(C)C,21000
CC[C@@H](Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)C(O)C(C)(C)C,24000
CC[C@@H](Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)C(C)(C)O,7500
CC[C@H](CO)Nc1nc(NCc2ccncc2)c2ncn(C(C)C)c2n1,30000
CC[C@@H](Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1)C(C)O,23000
CCC(O)[C@@H](CC)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,34000
CC[C@@H](Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1)C(O)C(C)C,28000
CC[C@@H](Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1)C(O)C(C)(C)C,200000
CC[C@@H](Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1)C(C)(C)O,12000
CC[C@H](Nc1nc(NCc2ccccn2)c2ncn(C(C)C)c2n1)C(C)O,18000
CCC(O)[C@H](CC)Nc1nc(NCc2ccccn2)c2ncn(C(C)C)c2n1,24000
CC[C@H](Nc1nc(NCc2ccccn2)c2ncn(C(C)C)c2n1)C(O)C(C)C,49000
CC[C@H](Nc1nc(NCc2ccccn2)c2ncn(C(C)C)c2n1)C(O)C(C)(C)C,22000
CC[C@H](Nc1nc(NCc2ccccn2)c2ncn(C(C)C)c2n1)C(C)(C)O,20000
CC[C@H](Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)C(C)O,6800
CCC(O)[C@H](CC)Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1,11000
CC[C@H](Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)C(O)C(C)C,31000
CC[C@H](Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)C(O)C(C)(C)C,13000
CC[C@H](Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)C(C)(C)O,12000
CC[C@H](Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1)C(C)O,9000
CCC(O)[C@H](CC)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,20000
CC[C@H](Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1)C(O)C(C)C,33000
CC[C@H](Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1)C(O)C(C)(C)C,60000
CC[C@H](Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1)C(C)(C)O,8500
CCN(CC)C(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1,940
O=C1Nc2ccc3ncsc3c2/C1=C/Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,139
NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(Br)cc32)cc1,2800
CCCOc1cnc(CN/C=C2\C(=O)NC(=O)c3ccc(I)cc32)cc1O,38
Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=S)Nc1c(F)cccc1F,59
OCCCNc1cc(-c2ccnc(Nc3cccc(Cl)c3)n2)ccn1,216
