smiles,IC50(nm)
CC(=O)c1ccc(N2CCN(C(=O)CN3CC[C@@H](C(=O)Nc4ccc(O)c(Cl)c4)C3)CC2)cc1,50000
N#CNc1ccc(Nc2ncc(C(F)(F)F)c(Nc3ccc4[nH]cnc4c3)n2)cc1NC#N,260
FC(F)(F)c1cnc(Nc2ccc(Br)cc2)nc1Nc1ccc2[nH]cnc2c1,260
FC(F)(F)c1cnc(Nc2ccc3[nH]cnc3c2)nc1Nc1ccccc1Cl,29
COc1ccc(Nc2nc(Nc3ccc4[nH]cnc4c3)ncc2C(F)(F)F)cc1,57
COc1ccc(NC(=S)NC(=O)c2cn(-c3ccccc3)nc2-c2ccccc2)cc1,42
COc1ccc(NC(=S)NC(=O)c2cn(-c3ccccc3)nc2-c2ccc(C)cc2)cc1,40
COc1ccc(NC(=S)NC(=O)c2cn(-c3ccccc3)nc2-c2ccc(Cl)cc2)cc1,40
COc1ccc(NC(=S)NC(=O)c2cn(-c3ccccc3)nc2-c2ccc(F)cc2)cc1,39
COc1ccc(NC(=S)NC(=O)c2cn(-c3ccccc3)nc2-c2ccc(OC)cc2)cc1,35
NC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(CN2CCCCC2)cc1)c1ccccc1,10000
COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(CN(C)C(=O)N(C)C)cc1)c1ccccc1,10000
COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,10000
CC(O)CNc1nc(NCc2ccc(-c3ccccn3)cc2)c2[nH]nc(C(C)C)c2n1,2000
CC(C)(C)NC(=O)Nc1nc2nc(N)ncc2cc1-c1c(Cl)cccc1Cl,50000
Cc1cc(C)c(C)c(-c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C)c1C,40000
COc1cc(OC)cc(-c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C)c1,40000
COCCCNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc4ccccn34)n2)cc1,3100
CN(C)CCNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc4ccccn34)n2)cc1,260
O=C(Nc1cccc(-c2ncnc3sc(-c4ccncc4)cc23)c1)c1cccc(C(F)(F)F)c1,10000
Oc1ccc2ccc3[nH]c4c(-c5ccccc5)cccc4c3c2c1,3600
COc1ccc2ccc3[nH]c4c(-c5ccccc5)cccc4c3c2c1,309000
Oc1cccc2ccc3[nH]c4c(-c5ccccc5)cccc4c3c12,19500
Oc1ccc2c(ccc3[nH]c4c(-c5ccccc5)cccc4c32)c1,29000
Oc1cccc2c1ccc1[nH]c3c(-c4ccccc4)cccc3c12,5800
Nc1ccc2ccc3[nH]c4c(-c5ccccc5)cccc4c3c2c1,27300
c1ccc(-c2cccc3c2[nH]c2ccc4ccccc4c23)cc1,341000
Oc1ccc2ccc3[nH]c4cc(-c5ccccc5)ccc4c3c2c1,22000
Oc1ccc2ccc3[nH]c4ccc(-c5ccccc5)cc4c3c2c1,37500
Oc1ccc2ccc3[nH]c4cccc(-c5ccccc5)c4c3c2c1,83000
Oc1ccc2ccc3[nH]c4ccccc4c3c2c1,17400
c1cnc2c(c1)ccc1[nH]c3ccccc3c12,442000
c1ccc2c(c1)[nH]c1ccc3ccncc3c12,159000
c1ccc2c(c1)[nH]c1ccc3cnccc3c12,30000
c1ccc2c(c1)[nH]c1ccc3ncccc3c12,197000
Nc1cccc(-c2cccc3c2[nH]c2ccc4ccc(O)cc4c23)c1,2300
Oc1ccc(-c2cccc3c2[nH]c2ccc4ccc(O)cc4c23)cc1,1900
Oc1ccc2ccc3[nH]c4c(-c5ccc(Cl)cc5)cccc4c3c2c1,9900
CN(C)CCn1cc(-c2ccn3c(-c4ccc(C(N)=O)c(OCc5cccc(F)c5)c4)cnc3c2)cn1,441
Cc1cc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)nc(C)n1,25000
CCOc1cc(/C=C2\Oc3ccc(OC)cc3C2=O)ccc1O,10000
COc1ccc2c(c1)C(=O)/C(=C/c1ccc(O)c(O)c1)O2,10000
O=C1/C(=C/c2ccc(O)c(O)c2)Oc2cc(O)ccc21,2820
COc1cc(N2CCN(CCN(C)C)C2=O)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,417
COC[C@H]1OC(=O)/C(=C/N(CCO)C(C)(C)C)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,50000
COC[C@H]1OC(=O)/C(=C/N(C)CCCN(C)C)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,50000
CCN(CC)C/C=C/c1nc(O)c2c(ccc3nc(Nc4c(Cl)cccc4Cl)n(C)c32)c1C,100000
COc1cc2c(cc1OC)-c1n[nH]c(Nc3cccc(F)c3)c1C2,100000
O=C1NC(=O)c2c1c1c3ccccc3n3c1c1c2c2ccccc2n1[C@H]1CC[C@@H]3O1,680
O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1c2c2cccc3c2n1CC3,240
O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1c2c2cccc3c2n1CCC3,110
O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1c2c2cccc3c2n1CCCC3,94
O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1c2c2cccc3c2n1CCCCC3,120
O=C1NC(=O)c2c1c1c([nH]c3cccc(F)c31)c1c2c2cccc3c2n1CCC3,2000
O=C1NC(=O)c2c1c1c3cc(F)c(F)cc3[nH]c1c1c2c2cccc3c2n1CCC3,2000
O=C1NC(=O)c2c1c1c3cc(F)ccc3[nH]c1c1c2c2cccc3c2n1CCC3,2000
O=C1NC(=O)c2c1c1c3cc(Br)ccc3[nH]c1c1c2c2cccc3c2n1CCC3,2000
COC(=O)c1ccc2[nH]c3c(c4c(c5c6cccc7c6n(c35)CCC7)C(=O)NC4=O)c2c1,2000
O=C1NC(=O)c2c1c1c3ccc(F)cc3[nH]c1c1c2c2cccc3c2n1CCC3,420
O=C1NC(=O)c2c1c1c3ccc(Cl)cc3[nH]c1c1c2c2cccc3c2n1CCC3,110
O=C1NC(=O)c2c1c1c3ccc(Br)cc3[nH]c1c1c2c2cccc3c2n1CCC3,90
O=C1NC(=O)c2c1c1c3ccc(C(F)(F)F)cc3[nH]c1c1c2c2cccc3c2n1CCC3,290
COC(=O)c1ccc2c(c1)[nH]c1c2c2c(c3c4cccc5c4n(c13)CCC5)C(=O)NC2=O,2000
O=C1NC(=O)c2c1c1c3ccc(-c4cccnc4)cc3[nH]c1c1c2c2cccc3c2n1CCC3,160
O=C1NC(=O)c2c1c1c3ccc(-c4ccncc4)cc3[nH]c1c1c2c2cccc3c2n1CCC3,590
O=C1NC(=O)c2c1c1c3ccc(CO)cc3[nH]c1c1c2c2cccc3c2n1CCC3,52
O=C1NC(=O)c2c1c1c3ccc(CN4CCC4)cc3[nH]c1c1c2c2cccc3c2n1CCC3,75
O=C1NC(=O)c2c1c1c3ccc(CN4CCCC4)cc3[nH]c1c1c2c2cccc3c2n1CCC3,50
O=C1NC(=O)c2c1c1c3ccc(CN4CCCCC4)cc3[nH]c1c1c2c2cccc3c2n1CCC3,87
O=C1NC(=O)c2c1c1c3ccc(CN4CCOCC4)cc3[nH]c1c1c2c2cccc3c2n1CCC3,75
O=C1NC(=O)c2c1c1c3ccc(CN4CCSCC4)cc3[nH]c1c1c2c2cccc3c2n1CCC3,90
O=C1NC(=O)c2c1c1c3ccc(CN4CCNCC4)cc3[nH]c1c1c2c2cccc3c2n1CCC3,65
O=C1NC(=O)c2c1c1c3ccc(CN4CCCNCC4)cc3[nH]c1c1c2c2cccc3c2n1CCC3,79
COc1cc(Nc2c(C#N)cnc3cc4cc(OCCN5CCOCC5)c(OC)cc4cc23)c(Cl)cc1Cl,10000
COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1,19000
CCOC(=O)c1cnn2c(-c3cccc(NC(=O)c4cccc(C(F)(F)F)c4)c3)ccnc12,10000
COc1ccc(-c2cncc(C#N)c2Nc2ccc3[nH]ccc3c2)cc1OC,10000
CN(C)Cc1ccc(-c2cnn3c(-c4cccc(NC(=O)c5cccc(C(F)(F)F)c5)c4)ccnc23)cc1,2000
Cc1ccc(Cl)c(N(CC#N)c2cc(Nc3ccc(OC[C@@H](O)CN(C)C)cc3)ncn2)c1,47
O=C1Nc2cc3c(O)cccc3c3c4c(cc1c23)OCO4,9000
COc1c(O)cc2c3c(cc4ccc(O)cc4c13)NC2=O,1420
COc1ccc2nc3[nH]nc(C)c3c(OC)c2c1,2000
Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,4720
CC(=O)OCOC(=O)N1CCN(c2ccc(Nc3ncc4c(C)c(C(C)=O)c(=O)n(C5CCCC5)c4n3)nc2)CC1,32
CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCN(C(=O)CNCCN)CC4)cn3)nc2n(C2CCCC2)c1=O,19
COCCCNCC(=O)N1CCN(c2ccc(Nc3ncc4c(C)c(C(C)=O)c(=O)n(C5CCCC5)c4n3)nc2)CC1,13
CCN1CCN(c2ccc(Nc3ncc4c(C)c(C(C)=O)c(=O)n(C5CCCC5)c4n3)nc2)CC1,25
O=C(Nc1cc(CN[C@H]2Cc3ccc(Cl)cc3C2)[nH]n1)Nc1cccc2c1C1CCCN1C2=O,2.3
Nc1ccc2c(=S)c3ccccc3[nH]c2c1,3100
CN1CCN(c2ccc(Nc3ncc4cc(C#N)c(=O)n(C5CCCC5)c4n3)cc2)CC1,3.87
Nc1nccc(-c2cc3c([nH]2)[C@@H](CCF)CNC3=O)n1,4000
COc1cc2ncc3c(N)nc4c(C)c(N)ccc4c3c2cc1OC,10000
Cc1n[nH]c2ccc(-c3cc(N[C@@H](CO)c4ccccc4)cnc3-c3cc(Cl)ccc3O)cc12,1000
OC[C@H](Nc1cnc(-c2cc(Cl)ccc2O)c(-c2ccc3cnccc3c2)c1)c1ccccc1,1000
Cc1n[nH]c2ccc(-c3cc(N[C@@H](CO)c4ccccc4)cnc3-c3cc(F)ccc3O)cc12,1000
Cc1n[nH]c2ccc(-c3cc(N[C@@H](CO)c4ccccc4)cnc3-c3ccc(F)cc3O)cc12,1000
CNC(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C(C)C)n2)cc1F,50
CSc1ncc2c(n1)CCc1cnc(Nc3ccc(C(=O)N(C)CCN(C)C)cc3)nc1-2,5000
COc1cc(Nc2c(C#N)cnc3cc(-c4ccc(CN5CCN(C)CC5)cn4)sc23)c(Cl)cc1Cl,10000
CN(C)C1CCN(c2ccc3nc(C(=O)c4ccnc(-c5cccnc5)c4)[nH]c3c2)CC1,2200
CN(C)C1CCN(c2ccc3nc(C(=O)c4ccnc(-c5cncc6ccccc56)c4)[nH]c3c2)CC1,6
CN(C)C1CCN(c2ccc3[nH]c(C(=O)c4ccnc(-c5cncc6ccccc56)c4)nc3n2)CC1,12
CN(C)C1CCN(c2ccc3[nH]c(C(=O)c4ccc(C#N)c(-c5cncc6ccccc56)c4)nc3n2)CC1,3
Cc1nn(C)c(C)c1-c1cc(C(=O)c2nc3ccc(N4CCC(N(C)C)CC4)cc3[nH]2)ccn1,250
Cc1nn(C)c(C)c1-c1cc(C(=O)c2nc3nc(N4CCC(N(C)C)CC4)ccc3[nH]2)ccc1C#N,15
CCn1c(=O)ccc2cnc(Nc3ccccc3)nc21,620
CCNc1ncc2ccc(=O)n(CC)c2n1,11967
CCn1c(=O)ccc2cnc(NC(C)C)nc21,4325
CCn1c(=O)ccc2cnc(NC(C)(C)C)nc21,5250
CCn1c(=O)ccc2cnc(NC3CCCCC3)nc21,3300
CCn1c(=O)ccc2cnc(NCc3ccccc3)nc21,40000
CCn1c(=O)ccc2cnc(N(C)c3ccccc3)nc21,40000
CCn1c(=O)ccc2cnc(Nc3ccc(F)cc3)nc21,1238
CCn1c(=O)ccc2cnc(Nc3cccc(F)c3)nc21,1400
CCn1c(=O)ccc2cnc(Nc3ccncc3)nc21,1168
CCn1c(=O)ccc2cnc(Nc3cccc(OC(F)(F)C(F)F)c3)nc21,7833
CCn1c(=O)ccc2cnc(Nc3cccc(OC)c3)nc21,40000
CCn1c(=O)ccc2cnc(Nc3ccc(OC)cc3)nc21,600
CCn1c(=O)ccc2cnc(Nc3ccc(O)cc3)nc21,585
CCn1c(=O)ccc2cnc(Nc3ccc(OC)c(OC)c3)nc21,4083
CCn1c(=O)ccc2cnc(Nc3ccc(O)c(OC)c3)nc21,1825
CCn1c(=O)ccc2cnc(Nc3ccc(OCCOC)cc3)nc21,2333
CCN(CC)CCOc1ccc(Nc2ncc3ccc(=O)n(CC)c3n2)cc1,160
CCn1c(=O)ccc2cnc(Nc3ccc(OCCN(C)C)cc3)nc21,330
CCn1c(=O)ccc2cnc(Nc3ccc(-n4cccc4)cc3)nc21,2750
CCN(CC)c1ccc(Nc2ncc3ccc(=O)n(CC)c3n2)cc1,1400
CCn1c(=O)ccc2cnc(Nc3ccc(N4CCOCC4)cc3)nc21,300
CCn1c(=O)ccc2cnc(Nc3ccc(N4CCCCC4)cc3)nc21,300
CCn1c(=O)ccc2cnc(Nc3ccc(N4CCC(CCCO)CC4)cc3)nc21,900
CCn1c(=O)ccc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,85
Cn1c(=O)ccc2cnc(Nc3ccccc3)nc21,5480
CC(C)n1c(=O)ccc2cnc(Nc3ccccc3)nc21,145
CCCn1c(=O)ccc2cnc(Nc3ccccc3)nc21,553
CCC(C)n1c(=O)ccc2cnc(Nc3ccccc3)nc21,190
CCCCn1c(=O)ccc2cnc(Nc3ccccc3)nc21,1495
CC(C)Cn1c(=O)ccc2cnc(Nc3ccccc3)nc21,297
CC(C)CCn1c(=O)ccc2cnc(Nc3ccccc3)nc21,159
O=c1ccc2cnc(Nc3ccccc3)nc2n1C1CCCCC1,47
O=c1ccc2cnc(Nc3ccccc3)nc2n1C1CCCCCC1,182
O=c1ccc2cnc(Nc3ccccc3)nc2n1C1CC2CCC1C2,38
O=c1ccc2cnc(Nc3ccccc3)nc2n1-c1ccccc1,1667
O=c1ccc2cnc(Nc3ccccc3)nc2n1CC1CCCCC1,13500
O=c1ccc2cnc(Nc3ccccc3)nc2n1Cc1ccccc1,940
COCn1c(=O)ccc2cnc(Nc3ccccc3)nc21,4150
COCCn1c(=O)ccc2cnc(Nc3ccccc3)nc21,2860
CCOCCn1c(=O)ccc2cnc(Nc3ccccc3)nc21,7800
O=c1ccc2cnc(Nc3ccccc3)nc2n1CC1CO1,5000
COC(=O)Cn1c(=O)ccc2cnc(Nc3ccccc3)nc21,31000
CCN(CC)CCOc1ccc(Nc2ncc3ccc(=O)n(C(C)C)c3n2)cc1,45
CCN(CC)CCOc1ccc(Nc2ncc3ccc(=O)n(C4CCCC4)c3n2)cc1,0.7
CCN(CC)CCOc1ccc(Nc2ncc3ccc(=O)n(C4CCCCC4)c3n2)cc1,11
CCN(CC)CCOc1ccc(Nc2ncc3ccc(=O)n(C4CCCCCC4)c3n2)cc1,4
CCN(CC)CCOc1ccc(Nc2ncc3ccc(=O)n(C4CC5CCC4C5)c3n2)cc1,450
CN1CCN(c2ccc(Nc3ncc4ccc(=O)n(CCOCc5ccccc5)c4n3)cc2)CC1,2100
CN1CCN(c2ccc(Nc3ncc4ccc(=O)n(CC(O)CO)c4n3)cc2)CC1,1650
CN1CCN(c2ccc(Nc3ncc4ccc(=O)n(-c5ccccc5)c4n3)cc2)CC1,175
CN1CCN(c2ccc(Nc3ncc4ccc(=O)n(C5CC5)c4n3)cc2)CC1,140
CC(C)n1c(=O)ccc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,32
CC(C)CCn1c(=O)ccc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,13
CN1CCN(c2ccc(Nc3ncc4ccc(=O)n(C5CCCC5)c4n3)cc2)CC1,9
CN1CCN(c2ccc(Nc3ncc4ccc(=O)n(C5CC6CCC5C6)c4n3)cc2)CC1,6
CN1CCN(c2ccc(Nc3ncc4ccc(=O)n(C5CCCCC5)c4n3)cc2)CC1,4
O=c1ccc2cnc(Nc3ccc(N4CCC(CCCO)CC4)cc3)nc2n1C1CCCC1,34
O=c1ccc2cnc(Nc3ccc(N4CCC(CCCO)CC4)cc3)nc2n1C1CC2CCC1C2,8
O=c1ccc2cnc(Nc3ccc(N4CCOCC4)cc3)nc2n1C1CCCC1,10
O=c1ccc2cnc(Nc3ccc(N4CCCCC4)cc3)nc2n1C1CCCC1,10
Cc1cc(=O)n(C2CCCC2)c2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc12,18
Cc1cc(=O)n(C2CCCC2)c2nc(Nc3ccc(N4CCOCC4)cc3)ncc12,116
Cc1cc(=O)n(C2CCCC2)c2nc(Nc3ccc(N4CCCCC4)cc3)ncc12,180
Cc1cc(=O)n(C2CCCC2)c2nc(Nc3ccc(N4CCC(CCCO)CC4)cc3)ncc12,114
Cc1cc(=O)n(C2CCCC2)c2nc(Nc3ccc(N4CCNCC4)cc3)ncc12,14
CCc1cc(=O)n(C2CCCC2)c2nc(Nc3ccc(N4CCNCC4)cc3)ncc12,655
O=c1cc(C(F)(F)F)c2cnc(Nc3ccc(N4CCNCC4)cc3)nc2n1C1CCCC1,2650
Cc1cc(=O)n(C(C)C)c2nc(Nc3ccc(N4CCNCC4)cc3)ncc12,265
Cc1cc(=O)n(CCC(C)C)c2nc(Nc3ccc(N4CCNCC4)cc3)ncc12,1075
Cc1cc(=O)n(C2CCCC2)c2nc(Nc3ccc(N4CCN(C=O)CC4)cc3)ncc12,161
CC(=O)N1CCN(c2ccc(Nc3ncc4c(C)cc(=O)n(C5CCCC5)c4n3)cc2)CC1,103
Cc1cc(=O)n(C2CCCC2)c2nc(Nc3ccc(N4CCN(C(=O)OC(C)(C)C)CC4)cc3)ncc12,425
Cc1cc(=O)n(C2CCCC2)c2nc(Nc3ccc(N4CCC(O)C4)cc3)ncc12,260
Cc1cc(=O)n(C2CCCC2)c2nc(Nc3ccc(N4CCC(N)C4)cc3)ncc12,64
Cc1cc(=O)n(C2CCCC2)c2nc(Nc3ccc(N4CCCNCC4)cc3)ncc12,52
Cc1cc(=O)n(C2CCCC2)c2nc(Nc3ccc(N4CCN(CCO)CC4)cc3)ncc12,35
Cc1cc(=O)n(C2CCCC2)c2nc(Nc3ccc(N4C[C@H](C)N[C@H](C)C4)cc3)ncc12,240
Cc1cc(=O)n(C2CCCC2)c2nc(Nc3ccc(N4CCNC(C)(C)C4)cc3)ncc12,65
Cc1cc(=O)n(C2CCCC2)c2nc(Nc3ccc(N4CCNCC4)c(Cl)c3)ncc12,28
Cc1c(C)c2cnc(Nc3ccc(N4CCNCC4)cc3)nc2n(C2CCCC2)c1=O,165
CCc1c(C)c2cnc(Nc3ccc(N4CCNCC4)cc3)nc2n(C2CCCC2)c1=O,25
Cc1c(F)c(=O)n(C2CCCC2)c2nc(Nc3ccc(N4CCNCC4)cc3)ncc12,30
Cc1c(Cl)c(=O)n(C2CCCC2)c2nc(Nc3ccc(N4CCNCC4)cc3)ncc12,16
Cc1c(I)c(=O)n(C2CCCC2)c2nc(Nc3ccc(N4CCNCC4)cc3)ncc12,5
Cc1c(C(=O)O)c(=O)n(C2CCCC2)c2nc(Nc3ccc(N4CCNCC4)cc3)ncc12,32
COC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cc3)nc2n(C2CCCC2)c1=O,4
CCCCOc1c(C(=O)c2ccccc2)cnc2[nH]ncc12,25000
CCCCOc1c(C(=O)c2ccccc2F)c[nH]c2nncc1-2,24000
CCCCOc1c(C(=O)c2c(F)cccc2F)c[nH]c2nncc1-2,21000
CCCCOc1c(C(=O)c2c(F)cc(F)cc2F)c[nH]c2nncc1-2,690
CCCCOc1c(C(=O)c2c(F)cc(C)cc2F)c[nH]c2nncc1-2,230
CCCCOc1c(C(=O)c2c(F)cc(Cl)cc2F)c[nH]c2nncc1-2,310
CCCCOc1c(C(=O)c2c(F)cc(Br)cc2F)c[nH]c2nncc1-2,370
CCCCOc1c(C(=O)c2c(F)cc(OC)cc2F)c[nH]c2nncc1-2,230
CC(C)(C)c1cnc(CSc2cnc(NC(=O)Cc3cccnc3)s2)o1,1090
CC(C)(C)c1cnc(CSc2cnc(Nc3ccccc3)s2)o1,78
CC(C)(C)c1cnc(CSc2cnc(Nc3ccccn3)s2)o1,9
CC(C)(C)c1cnc(CSc2cnc(Nc3cccnc3)s2)o1,130
CC(C)(C)c1cnc(CSc2cnc(Nc3ccncc3)s2)o1,30
CC(C)(CO)CNCc1ccc(Nc2ncc(SCc3ncc(C(C)(C)C)o3)s2)nc1,26
CC(C)(C)c1cnc(CSc2cnc(Nc3ccc(S(=O)(=O)NCCO)cc3)s2)o1,233
O=c1ccc2cnc(Nc3ccccn3)nc2n1C1CCCC1,145
O=c1ccc2cnc(Nc3ccccc3)nc2n1C1CCCC1,210
O=c1c(Br)cc2cnc(Nc3ccc(N4CCNCC4)cc3)nc2n1C1CCCC1,2
O=c1c(Br)cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,16
CC(C)n1c(=O)ccc2cnc(Nc3ccc(N4CCNCC4)cn3)nc21,5000
O=c1c(F)cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,51
Nc1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,19
Cc1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,27
CCc1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,22
O=c1c(CO)cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,13
COCc1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,13
CCOCc1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,18
COCCOCc1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,31
CCOCCc1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,124
CCOCCOc1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,37
CCCCOc1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,1760
CC(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,123
CCOC(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,595
Cc1c(Br)c(=O)n(C2CCCC2)c2nc(Nc3ccc(N4CCNCC4)cc3)ncc12,5
CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cc3)nc2n(C2CCCC2)c1=O,2
CCOC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cc3)nc2n(C2CCCC2)c1=O,6
Cc1cc(=O)n(C2CCCC2)c2nc(Nc3ccc(N4CCNCC4)cn3)ncc12,580
Cc1c(Br)c(=O)n(C2CCCC2)c2nc(Nc3ccc(N4CCNCC4)cn3)ncc12,160
CC(=O)c1c(C)c2cnc(Nc3ccccn3)nc2n(C2CCCC2)c1=O,440
CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,11
CCOC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,49
COCCN(CCOC)c1ccc(Nc2ncc3c(C)c(Br)c(=O)n(C4CCCC4)c3n2)nc1,1100
Cc1c(Br)c(=O)n(C2CCCC2)c2nc(Nc3ccc(N4CC(C)NC(C)C4)cn3)ncc12,63
Cc1c(Br)c(=O)n(C2CCCC2)c2nc(Nc3ccc(N4CCN(C)CC4)cn3)ncc12,136
Cc1c(Br)c(=O)n(C2CCCC2)c2nc(Nc3ccc(N4CCCNCC4)cn3)ncc12,5000
Cc1c(Br)c(=O)n(C2CCCC2)c2nc(Nc3ccc(N4CCCCC4)cn3)ncc12,5000
Cc1c(Br)c(=O)n(C2CCCC2)c2nc(Nc3ccc(N4CCC(O)CC4)cn3)ncc12,74
Cc1c(Br)c(=O)n(C2CCCC2)c2nc(Nc3ccc(N4CCOCC4)cn3)ncc12,1950
COCCN(CCOC)c1ccc(Nc2ncc3c(C)c(C(C)=O)c(=O)n(C4CCCC4)c3n2)nc1,51
CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNC(C)(C)C4)cn3)nc2n(C2CCCC2)c1=O,21
CC(=O)c1c(C)c2cnc(Nc3ccc(N4CC(C)NC(C)C4)cn3)nc2n(C2CCCC2)c1=O,37
CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCN(C)CC4)cn3)nc2n(C2CCCC2)c1=O,5
CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCC(N)C4)cn3)nc2n(C2CCCC2)c1=O,14
CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCCNCC4)cn3)nc2n(C2CCCC2)c1=O,12
CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCCCC4)cn3)nc2n(C2CCCC2)c1=O,5
CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCC(O)CC4)cn3)nc2n(C2CCCC2)c1=O,19
CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCOCC4)cn3)nc2n(C2CCCC2)c1=O,4
CC(=O)c1c(C)c2cnc(Nc3ccc(N4C(C)COCC4C)cn3)nc2n(C2CCCC2)c1=O,30
CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,100
CC(C)CCOc1c(C(=O)c2ccccc2)c[nH]c2nncc1-2,25000
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NNC(=O)C(C)C)cccc2-3)cc1,6.5
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NNC(=O)CCc4ccc(O)cc4)cccc2-3)cc1,9
COc1ccc(C(=O)NNC(=O)Nc2cccc3c2C(=O)c2c(-c4ccc(OC)cc4)n[nH]c2-3)cc1,10
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NNC(=O)c4cccc([N+](=O)[O-])c4)cccc2-3)cc1,10
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NNC(=O)c4cc(OC)c(OC)c(OC)c4)cccc2-3)cc1,7
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NNC(=O)c4cccc(C)c4)cccc2-3)cc1,7
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NNC(=O)c4ccc(O)c(N)c4)cccc2-3)cc1,7
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NNC(=O)c4cc(Cl)ccc4Cl)cccc2-3)cc1,20
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NNC(=O)c4ccc(O)c(O)c4)cccc2-3)cc1,5
COC(=O)NNC(=O)Nc1cccc2c1C(=O)c1c(-c3ccc(OC)cc3)n[nH]c1-2,8
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NNC(=O)c4ccccc4O)cccc2-3)cc1,60
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NNC(=O)c4ccc5ccccc5c4)cccc2-3)cc1,10
