smiles,IC50(nm)
O=C(CN1CCOCC1)Nc1cccc2c1C(=O)c1c(-c3ccc(N4CCOCC4)cc3)n[nH]c1-2,120
O=C(CN1CCC(O)CC1)Nc1cccc2c1C(=O)c1c(-c3ccc(N4CCOCC4)cc3)n[nH]c1-2,110
NCC1CCN(CC(=O)Nc2cccc3c2C(=O)c2c(-c4ccc(N5CCOCC5)cc4)n[nH]c2-3)CC1,18
CN1CCN(CC(=O)Nc2cccc3c2C(=O)c2c(-c4ccc(N5CCOCC5)cc4)n[nH]c2-3)CC1,190
CC(=O)Nc1cccc2c1C(=O)c1c(C)n[nH]c1-2,4200
CCc1n[nH]c2c1C(=O)c1c(NC(C)=O)cccc1-2,3900
CCCc1n[nH]c2c1C(=O)c1c(NC(C)=O)cccc1-2,3700
CC(=O)Nc1cccc2c1C(=O)c1c(C(C)C)n[nH]c1-2,3700
CC(=O)Nc1cccc2c1C(=O)c1c(C3CC3)n[nH]c1-2,3700
CC(=O)Nc1cccc2c1C(=O)c1c(CC(C)C)n[nH]c1-2,3500
CCCCc1n[nH]c2c1C(=O)c1c(NC(C)=O)cccc1-2,3500
CC(=O)Nc1cccc2c1C(=O)c1c(C(C)(C)C)n[nH]c1-2,3500
CC(=O)Nc1cccc2c1C(=O)c1c(C3CCCCC3)n[nH]c1-2,3200
CCc1n[nH]c2c1C(=O)c1c(NC(=O)CN3CCC(C(N)=O)CC3)cccc1-2,2600
CC(C)c1n[nH]c2c1C(=O)c1c(NC(=O)CN3CCC(C(N)=O)CC3)cccc1-2,1300
NC(=O)C1CCN(CC(=O)Nc2cccc3c2C(=O)c2c(C4CCCCC4)n[nH]c2-3)CC1,570
CCc1n[nH]c2c1C(=O)c1c(NC(=O)CN3CCC(CN)CC3)cccc1-2,1300
CC(C)c1n[nH]c2c1C(=O)c1c(NC(=O)CN3CCC(CN)CC3)cccc1-2,340
NCC1CCN(CC(=O)Nc2cccc3c2C(=O)c2c(C4CC4)n[nH]c2-3)CC1,430
NCC1CCN(CC(=O)Nc2cccc3c2C(=O)c2c-3n[nH]c2C2CCCCC2)CC1,360
CC(=O)Nc1cccc2c1C(=O)c1c(-c3cccnc3)n[nH]c1-2,1600
CC(=O)Nc1cccc2c1C(=O)c1c(-c3ccncc3)n[nH]c1-2,1300
CC(=O)Nc1cccc2c1C(=O)c1c(-c3cccs3)n[nH]c1-2,4500
CC(=O)Nc1cccc2c1C(=O)c1c(-c3sccc3C)n[nH]c1-2,3100
CC(=O)Nc1cccc2c1C(=O)c1c(-c3cc(Cl)sc3Cl)n[nH]c1-2,2600
CC(=O)Nc1cccc2c1C(=O)c1c(-c3ccco3)n[nH]c1-2,3500
CCc1n[nH]c2c1C(=O)c1c(NC(N)=O)cccc1-2,2000
CC(C)c1n[nH]c2c1C(=O)c1c(NC(N)=O)cccc1-2,1900
NC(=O)Nc1cccc2c1C(=O)c1c(C3CC3)n[nH]c1-2,1400
NC(=O)Nc1cccc2c1C(=O)c1c(C3CCCCC3)n[nH]c1-2,810
NC(=O)Nc1cccc2c1C(=O)c1c(-c3cccs3)n[nH]c1-2,150
Cc1ccsc1-c1[nH]nc2c1C(=O)c1c(NC(N)=O)cccc1-2,350
Cc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(N)=O)cccc2-3)s1,53
CCOC(=O)c1ccc(-c2[nH]nc3c2C(=O)c2c(NC(N)=O)cccc2-3)s1,300
NC(=O)Nc1cccc2c1C(=O)c1c(-c3ccsc3)n[nH]c1-2,67
NC(=O)Nc1cccc2c1C(=O)c1c(-c3csc(Cl)c3)n[nH]c1-2,57
Cc1cc(-c2[nH]nc3c2C(=O)c2c(NC(N)=O)cccc2-3)c(C)s1,1500
NC(=O)Nc1cccc2c1C(=O)c1c(-c3ccco3)n[nH]c1-2,840
Cn1ccc(-c2[nH]nc3c2C(=O)c2c(NC(N)=O)cccc2-3)c1,130
CC(C)(C)Nc1nc(C(Cl)(Cl)Cl)nc2ccccc12,11900
CC(C)(C)Nc1nc(C(F)(F)F)nc2ccccc12,14300
CC(C)(C)Nc1nc(C(F)(F)C(F)(F)F)nc2ccccc12,20000
CC(C)(C)Nc1nc(-c2ccccc2)nc2ccccc12,361000
CCOC(=O)c1nc(NC(C)(C)C)c2ccccc2n1,168000
CC(C)(C)Nc1nc(C(N)=O)nc2ccccc12,490000
CC(C)(C)Nc1nc(C(=O)O)nc2ccccc12,408000
CC(C)(C)Nc1ncnc2ccccc12,248000
CC(C)(C)Nc1nc(Nc2ccccc2)nc2ccccc12,171000
CCC(C)(C)Nc1nc(C(F)(F)F)nc2ccccc12,16800
CC(C)S(=O)(=O)Nc1nc(C(F)(F)F)nc2ccccc12,157000
CCCC(C)Nc1nc(C(F)(F)F)nc2ccccc12,119000
OC1CCCN(c2nc(C(F)(F)F)nc3ccccc23)C1,84000
OCC1CCCN1c1nc(C(F)(F)F)nc2ccccc12,63000
CC(C)(CO)Nc1nc(C(F)(F)F)nc2ccccc12,15000
Fc1cccc(CNc2nc(C(F)(F)F)nc3ccccc23)c1,39000
Fc1cc(F)cc(CNc2nc(C(F)(F)F)nc3ccccc23)c1,19000
CC(Nc1nc(C(F)(F)F)nc2ccccc12)c1ccccc1,59000
C[C@@H](Nc1nc(C(F)(F)F)nc2ccccc12)c1ccccc1,39000
CC(C)(Nc1nc(C(F)(F)F)nc2ccccc12)c1ccccc1,151000
CC(C)(C)Nc1nc(C(F)(F)F)nc2ccc(O)cc12,18000
CC(C)(C)Nc1nc(C(F)(F)F)nc2ccc(NC=O)cc12,14000
CC(C)(C)Nc1nc(C(F)(F)F)nc2ccc(C(F)(F)F)cc12,37000
CC(C)(C)Nc1nc(C(F)(F)F)nc2ccc(-c3ccsc3)cc12,3550
CC(C)(C)Nc1nc(C(F)(F)F)nc2ccc(-c3ccco3)cc12,3000
CC(C)(C)Nc1nc(C(F)(F)F)nc2ccc(-c3cccs3)cc12,6400
CC(C)(C)Nc1nc(C(F)(F)F)nc2ccc(-c3cccnc3)cc12,8300
CC(C)(C)Nc1nc(C(F)(F)F)nc2ccc(-c3ccccc3)cc12,7700
COc1ccccc1-c1ccc2nc(C(F)(F)F)nc(NC(C)(C)C)c2c1,2700
COc1ccc(-c2ccc3nc(C(F)(F)F)nc(NC(C)(C)C)c3c2)cc1,27000
CC(C)(C)Nc1nc(C(F)(F)F)nc2ccc(-c3ccc(O)cc3)cc12,11000
COc1cccc(-c2ccc3nc(C(F)(F)F)nc(NC(C)(C)C)c3c2)c1,6700
CC(C)(C)Nc1nc(C(F)(F)F)nc2ccc(-c3cccc(O)c3)cc12,12000
CC(C)(C)Nc1nc(C(F)(F)F)nc2ccc(-c3ccc(-c4cccnc4)cc3)cc12,8300
CC(C)(C)Nc1nc(C(F)(F)F)nc2ccc(-c3ccc(Cl)cc3)cc12,26000
CC(C)(C)Nc1nc(C(F)(F)F)nc2ccc(-c3ccc(Cl)cc3Cl)cc12,2400
CC(C)(C)Nc1nc(C(F)(F)F)nc2ccc(-c3cccc(N)c3)cc12,2100
CC(C)(C)Nc1nc(C(F)(F)F)nc2ccc(-c3ccc(N)cc3)cc12,1100
CC(C)(C)Nc1nc(C(F)(F)F)nc2ccc(-c3cccc(C(N)=O)c3)cc12,2500
CSc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c2nc(C)[nH]c(=O)c12,8000
CSc1nn(Cc2ccccc2)c2nc(C)[nH]c(=O)c12,150000
CCCCn1nc(SC)c2c(=O)[nH]c(C)nc21,200000
CSc1nn(C(C)(C)C)c2nc(C)[nH]c(=O)c12,100000
CSc1nn(CCO)c2nc(C)[nH]c(=O)c12,210000
CSc1nn(-c2ccccc2)c2nc(C)[nH]c(=O)c12,180000
CSc1nn(-c2ccccn2)c2nc(C)[nH]c(=O)c12,180000
CSc1nn(-c2cccc(Cl)c2)c2nc(C)[nH]c(=O)c12,160000
CSc1nn(-c2ccc(Cl)cc2)c2nc(C)[nH]c(=O)c12,160000
CSc1nn(-c2ccc(C(C)C)cc2)c2nc(C)[nH]c(=O)c12,160000
COc1ccccc1-n1nc(SC)c2c(=O)[nH]c(C)nc21,83000
CSc1nn(-c2ccccc2Cl)c2nc(C)[nH]c(=O)c12,19000
CSc1nn(-c2ccc(Cl)cc2C)c2nc(C)[nH]c(=O)c12,74000
CSc1nn(-c2cccc(Cl)c2Cl)c2nc(C)[nH]c(=O)c12,50000
CSc1nn(-c2ccc(C)cc2C)c2nc(C)[nH]c(=O)c12,48000
CSc1nn(-c2ccc(Cl)cc2Cl)c2nc(C)[nH]c(=O)c12,37000
CSc1nn(-c2cc(C)ccc2C)c2nc(C)[nH]c(=O)c12,25000
CSc1nn(-c2cc(Cl)ccc2Cl)c2nc(C)[nH]c(=O)c12,23000
CSc1nn(-c2cc(C(F)(F)F)ccc2Cl)c2nc(C)[nH]c(=O)c12,15000
CSc1nn(-c2cc(F)ccc2Cl)c2nc(C)[nH]c(=O)c12,6800
CSc1nn(-c2c(Cl)cccc2Cl)c2nc(C)[nH]c(=O)c12,5300
CSc1nn(-c2c(Cl)cc(Cl)cc2C(F)(F)F)c2nc(C)[nH]c(=O)c12,29000
CSc1nn(-c2c(C)cc(Cl)cc2Cl)c2nc(C)[nH]c(=O)c12,11000
CSc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(C)[nH]c(=O)c12,2100
CSc1nn(-c2c(C)cc(C)cc2C)c2nc(C)[nH]c(=O)c12,37000
Cc1nc2c(c(C#N)nn2-c2c(Cl)cc(Cl)cc2Cl)c(=O)[nH]1,28000
Cc1nc2c(c(C(F)(F)F)nn2-c2c(Cl)cc(Cl)cc2Cl)c(=O)[nH]1,3100
Cc1nc2c(c(-c3ccccc3)nn2-c2c(Cl)cc(Cl)cc2Cl)c(=O)[nH]1,120000
Cc1nc2c(c(Cc3ccccc3)nn2-c2c(Cl)cc(Cl)cc2Cl)c(=O)[nH]1,48000
CCCCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(C)[nH]c(=O)c12,6500
CCCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(C)[nH]c(=O)c12,5700
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(C)[nH]c(=O)c12,1100
Cc1nc2c(c(C)nn2-c2c(Cl)cc(Cl)cc2Cl)c(=O)[nH]1,3500
Cc1nc2c(cnn2-c2c(Cl)cc(Cl)cc2Cl)c(=O)[nH]1,12000
Cc1nc2c(c(CO)nn2-c2c(Cl)cc(Cl)cc2Cl)c(=O)[nH]1,7000
Cc1nc2c(c(CCO)nn2-c2c(Cl)cc(Cl)cc2Cl)c(=O)[nH]1,140000
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2c1C(OC)NC(C)=N2,27000
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(C)n(C)c(=O)c12,27000
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(C)nc(N)c12,140000
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2c1S(=O)(=O)NC(C)=N2,51000
CSc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc[nH]c(=O)c12,95000
CSc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(C(C)C)[nH]c(=O)c12,10000
CCCc1nc2c(c(SC)nn2-c2c(Cl)cc(Cl)cc2Cl)c(=O)[nH]1,9100
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(CC(C)C)[nH]c(=O)c12,6300
CSc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(C3CC3)[nH]c(=O)c12,4300
CCc1nc2c(c(CC)nn2-c2c(Cl)cc(Cl)cc2Cl)c(=O)[nH]1,940
C=Cc1nc2c(c(CC)nn2-c2c(Cl)cc(Cl)cc2Cl)c(=O)[nH]1,2900
CSc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(CN(C)C(=O)OC(C)(C)C)[nH]c(=O)c12,50000
CSc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(CCN(C)C(=O)OC(C)(C)C)[nH]c(=O)c12,48000
CSc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(C(C)O)[nH]c(=O)c12,27000
CSCc1nc2c(c(SC)nn2-c2c(Cl)cc(Cl)cc2Cl)c(=O)[nH]1,15000
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(CCSC)[nH]c(=O)c12,6500
COC(=O)c1nc2c(c(SC)nn2-c2c(Cl)cc(Cl)cc2Cl)c(=O)[nH]1,240000
CSc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(CCCO)[nH]c(=O)c12,13000
CSc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(CCCCCO)[nH]c(=O)c12,10000
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(CCCCO)[nH]c(=O)c12,2400
CSc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(CF)[nH]c(=O)c12,44000
CSc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(C(F)(F)F)[nH]c(=O)c12,116000
CSc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(-c3ccco3)[nH]c(=O)c12,36000
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(-c3ccc(OC)c(OC)c3)[nH]c(=O)c12,21000
CSc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3cccs3)[nH]c(=O)c12,20000
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(CCc3ccccc3)[nH]c(=O)c12,7100
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(CCc3cnc[nH]3)[nH]c(=O)c12,3600
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3ccccc3)[nH]c(=O)c12,3000
CSc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3ccccc3)[nH]c(=O)c12,11000
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3ccccc3OC)[nH]c(=O)c12,22000
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3ccccc3O)[nH]c(=O)c12,11000
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3ccccc3CO)[nH]c(=O)c12,2900
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3ccccn3)[nH]c(=O)c12,9700
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3cccc(N)c3C)[nH]c(=O)c12,2200
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3cccc(C)c3)[nH]c(=O)c12,2200
CCOC(=O)Cc1cccc(Cc2nc3c(c(CC)nn3-c3c(Cl)cc(Cl)cc3Cl)c(=O)[nH]2)c1,19000
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3cccc(OC)c3)[nH]c(=O)c12,5000
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3cccc(N)c3)[nH]c(=O)c12,2900
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3cccnc3)[nH]c(=O)c12,1300
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3ccncc3)[nH]c(=O)c12,3000
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3ccc(N)cc3)[nH]c(=O)c12,2700
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3ccc(OC)cc3)[nH]c(=O)c12,2200
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3ccc(O)cc3)[nH]c(=O)c12,2000
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3ccc(Br)cc3)[nH]c(=O)c12,1200
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3ccc(N(C)C)cc3)[nH]c(=O)c12,2100
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3ccc(OC)c(C)c3)[nH]c(=O)c12,2100
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3ccc(O)c(C)c3)[nH]c(=O)c12,2200
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3ccc(C)c(OC)c3)[nH]c(=O)c12,2100
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3ccc(O)c(OC)c3)[nH]c(=O)c12,6600
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3ccc(OC)c(OC)c3)[nH]c(=O)c12,4500
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3ccc(O)c(O)c3)[nH]c(=O)c12,40
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3cc(O)cc(O)c3)[nH]c(=O)c12,50
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3ccc(OC)c(O)c3)[nH]c(=O)c12,20
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3ccc(C)c(O)c3)[nH]c(=O)c12,80
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3cccc(O)c3)[nH]c(=O)c12,60
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3cccc(NS(C)(=O)=O)c3)[nH]c(=O)c12,160
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3ccc(NC(C)=O)cc3)[nH]c(=O)c12,1300
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3ccc(NC(=O)CNC(=O)OC(C)(C)C)cc3)[nH]c(=O)c12,1700
COc1ccc(-c2[nH]nc3c2C(=O)c2ccccc2-3)cc1,45000
COc1ccc(-c2c3c(nn2C)-c2ccccc2C3=O)cc1,340000
COc1ccc(-c2[nH]nc3c2C(=O)c2cc(O)ccc2-3)cc1,21500
COc1ccc(-c2[nH]nc3c2C(=O)c2c(C(N)=O)cccc2-3)cc1,460
COc1ccc(-c2[nH]nc3c2C(=O)c2c(O)cccc2-3)cc1,20000
COc1ccc(-c2[nH]nc3c2C(=O)c2cc(C(N)=O)ccc2-3)cc1,150000
COc1ccc(-c2[nH]nc3c2C(=O)c2cc(N)ccc2-3)cc1,108000
COc1ccc(-c2[nH]nc3c2C(=O)c2c(N)cccc2-3)cc1,23000
COc1ccc(-c2c3c(nn2-c2ccccc2)-c2ccccc2C3=O)cc1,200000
COc1ccc(-c2[nH]nc3c2C(=O)c2ccncc2-3)cc1,34500
COc1ccc(-c2[nH]nc3c2C(=O)c2c-3ccc3ccccc23)cc1,80000
COc1ccc(-c2[nH]nc3c2C(=O)c2cccnc2-3)cc1,361000
COc1ccc(-c2[nH]nc3c2C(=O)c2cc(Cl)c(Cl)cc2-3)cc1,55500
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)Cc4ccc(N)cc4)cccc2-3)cc1,480
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)CN)cccc2-3)cc1,1400
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)CN(C)C)cccc2-3)cc1,900
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)CN4CCNCC4)cccc2-3)cc1,113
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)CN4CCCCC4)cccc2-3)cc1,1000
CCNCC(=O)Nc1cccc2c1C(=O)c1c(-c3ccc(OC)cc3)n[nH]c1-2,917
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)CN4CCSCC4)cccc2-3)cc1,500
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)CN4CCOCC4)cccc2-3)cc1,195
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)CN4CCN(C)CC4)cccc2-3)cc1,125
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)CN4CCC(CN)CC4)cccc2-3)cc1,20
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)CN4CCC(C(N)=O)CC4)cccc2-3)cc1,76
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)CN4CCC(CO)CC4)cccc2-3)cc1,82
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)CN4CCN(C(N)=O)CC4)cccc2-3)cc1,64
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)CN4CCN(C(=N)N)CC4)cccc2-3)cc1,26
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(N)=O)cccc2-3)cc1,66
CCN(CC)C(=O)Nc1cccc2c1C(=O)c1c(-c3ccc(OC)cc3)n[nH]c1-2,1300
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NCc4ccccc4)cccc2-3)cc1,307
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)N(C)Cc4ccccc4)cccc2-3)cc1,2300
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NCc4ccncc4)cccc2-3)cc1,1150
COc1ccc(CNC(=O)Nc2cccc3c2C(=O)c2c(-c4ccc(OC)cc4)n[nH]c2-3)cc1,1100
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)Nc4ccccc4)cccc2-3)cc1,877
CCCCNC(=O)Nc1cccc2c1C(=O)c1c(-c3ccc(OC)cc3)n[nH]c1-2,780
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NN(C)C)cccc2-3)cc1,21
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NN4CCN(C)CC4)cccc2-3)cc1,9
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NN4CCOCC4)cccc2-3)cc1,12
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NN4CCCCC4)cccc2-3)cc1,12
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NN4CCCC4)cccc2-3)cc1,12
O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,250000
CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@@H](O)C1,56000
CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C(=O)C1,8000
CN1CC[C@H](O)[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C1,120000
CN1CC[C@@H](O)[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C1,250000
O=c1cc(-c2ccccc2Cl)oc2c(C3CCCC[C@@H]3O)c(O)cc(O)c12,31000
CN1CC=C(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)CC1,800
CN1CC=C(c2c(O)cc(O)c3c(=O)cc(-c4cccc(Cl)c4)oc23)CC1,2400
CN1CC=C(c2c(O)cc(O)c3c(=O)cc(-c4ccc(Cl)cc4)oc23)CC1,550
CN1CC=C(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4F)oc23)CC1,1800
CN1CC=C(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Br)oc23)CC1,650
CN1CC=C(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4I)oc23)CC1,2500
CN1CC=C(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4)oc23)CC1,1000
CN1CC=C(c2c(O)cc(O)c3c(=O)cc(-c4ccc(Cl)cc4Cl)oc23)CC1,1200
CN1CC=C(c2c(O)cc(O)c3c(=O)cc(-c4ccncc4)oc23)CC1,800
CN1CC=C(c2c(O)cc(O)c3c(=O)cc(C4CCCCC4)oc23)CC1,7000
O=c1cc(-c2ccccc2Cl)oc2c(-c3ccncc3)c(O)cc(O)c12,21000
O=c1cc(-c2ccccc2Cl)oc2c(-c3cncnc3)c(O)cc(O)c12,160000
CN1CC=C(c2c(O)cc(O)c3c(O)cc(-c4ccccc4)nc23)CC1,44000
CN1CC=C(c2c(O)cc(O)c3c(=O)oc(-c4ccccc4Cl)cc23)CC1,23000
Cn1cc(C2=C(c3coc4cc(CO)ccc34)C(=O)NC2=O)c2cc(F)c(Cl)cc21,18300
COc1cccc2c(C3=C(c4cn(C)c5cc(Cl)c(F)cc45)C(=O)NC3=O)coc12,59500
Cn1cc(C2=C(c3coc4cc(CO)ccc34)C(=O)NC2=O)c2cc(Br)ccc21,1080
COCc1cccc2c(C3=C(c4coc5ccccc45)C(=O)NC3=O)cn(C)c12,8620
CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccccc43)cc2)CC1,4100
O=C1NC(=O)c2ccccc2/C1=C/Nc1ccc(N2CCOCC2)cc1,29000
O=C1NC(=O)c2ccccc2/C1=C/Nc1ccc(CN2CCOCC2)cc1,10000
O=C1NC(=O)c2ccccc2/C1=C/Nc1ccc(CN2CCCCC2)cc1,3300
CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4cc(Br)ccc43)cc2)CC1,12100
CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(Br)cc43)cc2)CC1,1400
CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc([N+](=O)[O-])cc43)cc2)CC1,11000
CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(I)cc43)cc2)CC1,480
CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(C(=O)N(C)C)cc43)cc2)CC1,41000
CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(-n5cccc5)cc43)cc2)CC1,140
CC(=O)Nc1ccc2c(c1)/C(=C/Nc1ccc(N3CCN(C)CC3)cc1)C(=O)NC2=O,11000
CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(N5CCCCC5)cc43)cc2)CC1,1620
CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(-c5ccccc5)cc43)cc2)CC1,390
CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(-c5ccco5)cc43)cc2)CC1,330
CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(-c5ccoc5)cc43)cc2)CC1,220
CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(-c5ccsc5)cc43)cc2)CC1,100
CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(-c5ccc(C=O)cc5)cc43)cc2)CC1,130
CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(/C=C/c5ccccc5)cc43)cc2)CC1,14300
CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(C#Cc5ccccc5)cc43)cc2)CC1,2300
O=C1NC(=O)c2ccc(Br)cc2/C1=C/Nc1ccc(CN2CCCCC2)cc1,1100
O=C1NC(=O)c2ccc(Cl)cc2/C1=C/Nc1ccc(CN2CCCCC2)cc1,2500
COc1ccc2c(c1)/C(=C/Nc1ccc(CN3CCCCC3)cc1)C(=O)NC2=O,2000
O=C1NC(=O)c2ccc([N+](=O)[O-])cc2/C1=C/Nc1ccc(CN2CCCCC2)cc1,15100
O=C1NC(=O)c2ccc(I)cc2/C1=C/Nc1ccc(CN2CCCCC2)cc1,300
CN(C)C(=O)c1ccc2c(c1)/C(=C/Nc1ccc(CN3CCCCC3)cc1)C(=O)NC2=O,21200
O=C1NC(=O)c2ccc(-n3cccc3)cc2/C1=C/Nc1ccc(CN2CCCCC2)cc1,140
CC(=O)Nc1ccc2c(c1)/C(=C/Nc1ccc(CN3CCCCC3)cc1)C(=O)NC2=O,3500
O=C1NC(=O)c2ccc(N3CCCCC3)cc2/C1=C/Nc1ccc(CN2CCCCC2)cc1,1000
